entry_dt,settlement_dt,close_reason,k_call,k_put,call_prem,put_prem,net_debit,call_settle,put_settle,final_pnl
2024-05-15 08:25:00,2024-05-22 16:00:00,expiry,18400,18050,188.3067,48.1950,236.5018,415.2500,0.0000,178.7482
2024-05-17 11:50:00,2024-05-24 16:00:00,expiry,18650,18250,181.0025,41.9551,222.9576,218.2500,0.0000,-4.7076
2024-05-21 09:30:00,2024-05-28 16:00:00,expiry,18700,18350,191.0992,49.6479,240.7472,254.0000,0.0000,13.2528
2024-05-23 05:10:00,2024-05-30 16:00:00,expiry,18950,18550,185.6705,46.6737,232.3442,0.0000,0.0000,-232.3442
2024-05-29 07:30:00,2024-06-05 16:00:00,expiry,18800,18450,193.8688,50.7404,244.6093,513.9700,0.0000,269.3607
2024-05-29 09:30:00,2024-06-05 16:00:00,expiry,18800,18400,184.6904,43.3030,227.9934,513.9700,0.0000,285.9766
2024-05-30 20:50:00,2024-06-06 16:00:00,expiry,18500,18150,183.9620,44.1184,228.0804,810.6800,0.0000,582.5996
2024-06-07 06:50:00,2024-06-14 16:00:00,expiry,19350,18950,185.8432,49.7702,235.6134,604.1100,0.0000,368.4966
2024-06-10 09:30:00,2024-06-17 16:00:00,expiry,19250,18900,203.8485,50.5658,254.4143,918.2500,0.0000,663.8357
2024-06-19 00:55:00,2024-06-26 16:00:00,expiry,20200,19800,215.7759,50.8227,266.5985,0.0000,0.0000,-266.5985
2024-06-19 19:00:00,2024-06-26 16:00:00,expiry,20250,19850,188.0162,50.9844,239.0006,0.0000,0.0000,-239.0006
2024-06-24 14:35:00,2024-07-01 16:00:00,expiry,19800,19400,194.7439,46.6811,241.4250,256.5000,0.0000,15.0750
2024-07-04 01:10:00,2024-07-11 16:00:00,expiry,20400,20000,209.2511,55.0986,264.3497,30.0000,0.0000,-234.3497
2024-07-07 19:50:00,2024-07-15 16:00:00,expiry,20600,20150,212.0059,49.5138,261.5197,0.0000,0.0000,-261.5197
2024-07-11 12:05:00,2024-07-18 16:00:00,expiry,20500,20100,209.6983,49.6249,259.3232,0.0000,209.2500,-50.0732
2024-07-11 18:00:00,2024-07-18 16:00:00,expiry,20450,20050,195.6592,50.6982,246.3574,0.0000,159.2500,-87.1074
2024-07-16 23:25:00,2024-07-23 16:00:00,expiry,20550,20150,197.2191,47.8409,245.0600,0.0000,160.5000,-84.5600
2024-07-24 10:25:00,2024-07-31 16:00:00,expiry,19500,19100,186.2966,49.1203,235.4169,39.7500,0.0000,-195.6669
2024-07-24 11:25:00,2024-07-31 16:00:00,expiry,19400,19000,189.5639,46.3815,235.9454,139.7500,0.0000,-96.1954
2024-07-24 14:35:00,2024-07-31 16:00:00,expiry,19300,18900,187.5119,44.4300,231.9419,239.7500,0.0000,7.8081
2024-08-01 13:50:00,2024-08-08 16:00:00,expiry,19000,18600,175.5052,46.2430,221.7482,0.0000,53.7500,-167.9982
2024-08-02 06:10:00,2024-08-09 16:00:00,expiry,18650,18300,197.7462,48.4931,246.2393,0.0000,0.0000,-246.2393
2024-08-06 05:20:00,2024-08-13 16:00:00,expiry,18100,17750,194.5382,44.5580,239.0962,1007.2500,0.0000,768.1538
2024-08-12 15:50:00,2024-08-19 16:00:00,expiry,18600,18250,188.1526,46.2823,234.4349,1237.2500,0.0000,1002.8151
2024-08-15 07:00:00,2024-08-22 16:00:00,expiry,19150,18750,182.6150,48.8449,231.4599,460.5000,0.0000,229.0401
2024-08-20 08:25:00,2024-08-27 16:00:00,expiry,19850,19450,209.4317,45.5284,254.9601,0.0000,0.0000,-254.9601
2024-08-21 05:05:00,2024-08-28 16:00:00,expiry,19800,19400,201.2470,49.6416,250.8886,0.0000,0.0000,-250.8886
2024-08-26 14:10:00,2024-09-02 18:00:00,expiry,19550,19150,192.9241,45.1575,238.0817,130.0000,0.0000,-108.0817
2024-09-03 14:30:00,2024-09-10 16:00:00,expiry,19050,18700,196.9046,48.3000,245.2046,0.0000,0.0000,-245.2046
2024-09-03 23:55:00,2024-09-10 16:00:00,expiry,18900,18500,170.7268,41.5233,212.2501,0.0000,0.0000,-212.2501
2024-09-05 20:50:00,2024-09-12 16:00:00,expiry,18850,18500,182.6178,48.0147,230.6325,598.2500,0.0000,367.6175
2024-09-10 21:40:00,2024-09-17 16:00:00,expiry,18800,18450,186.1041,45.7744,231.8785,887.5000,0.0000,655.6215
2024-09-15 18:00:00,2024-09-23 16:00:00,expiry,19750,19350,208.5181,52.5618,261.0799,327.5000,0.0000,66.4201
2024-09-16 08:35:00,2024-09-23 16:00:00,expiry,19700,19300,188.3453,51.4367,239.7820,377.5000,0.0000,137.7180
2024-09-18 12:05:00,2024-09-25 16:00:00,expiry,19600,19200,197.6400,45.1446,242.7846,622.7500,0.0000,379.9654
2024-09-25 02:40:00,2024-10-02 16:00:00,expiry,20100,19700,197.6032,55.5124,253.1156,0.0000,0.0000,-253.1156
2024-09-27 04:00:00,2024-10-04 16:00:00,expiry,20250,19850,211.4142,51.1429,262.5571,0.0000,0.0000,-262.5571
2024-09-29 18:05:00,2024-10-07 16:00:00,expiry,20200,19800,213.0278,55.6253,268.6531,0.0000,0.0000,-268.6531
2024-10-07 02:05:00,2024-10-14 16:00:00,expiry,20200,19800,203.5651,54.6090,258.1741,404.0000,0.0000,145.8259
2024-10-07 04:00:00,2024-10-14 16:00:00,expiry,20150,19750,211.7241,50.0356,261.7597,454.0000,0.0000,192.2403
2024-10-09 03:25:00,2024-10-16 16:00:00,expiry,20200,19800,212.4430,50.6053,263.0484,141.5000,0.0000,-121.5484
2024-10-21 00:10:00,2024-10-28 16:00:00,expiry,20500,20050,200.7543,50.0823,250.8365,11.7500,0.0000,-239.0865
2024-10-21 01:20:00,2024-10-28 16:00:00,expiry,20450,20050,215.0325,53.3892,268.4217,61.7500,0.0000,-206.6717
2024-10-21 03:00:00,2024-10-28 16:00:00,expiry,20450,20050,204.9217,56.2008,261.1225,61.7500,0.0000,-199.3725
2024-10-30 16:00:00,2024-11-06 16:00:00,expiry,20550,20150,211.7579,47.1655,258.9234,358.2500,0.0000,99.3266
2024-10-30 18:25:00,2024-11-06 16:00:00,expiry,20450,20050,198.4917,49.4120,247.9037,458.2500,0.0000,210.3463
2024-10-31 00:30:00,2024-11-07 16:00:00,expiry,20400,20000,217.4007,52.5029,269.9035,820.2500,0.0000,550.3465
2024-11-14 12:35:00,2024-11-21 16:00:00,expiry,21100,20650,195.8100,50.6704,246.4803,0.0000,0.0000,-246.4803
2024-11-14 15:50:00,2024-11-21 16:00:00,expiry,21000,20600,208.4632,52.7400,261.2032,0.0000,0.0000,-261.2032
2024-11-14 20:35:00,2024-11-21 16:00:00,expiry,20900,20500,201.3448,51.4356,252.7804,0.0000,0.0000,-252.7804
2024-11-25 03:35:00,2024-12-02 16:00:00,expiry,20950,20550,213.5213,57.8499,271.3712,277.5000,0.0000,6.1288
2024-12-05 14:05:00,2024-12-12 16:00:00,expiry,21500,21100,213.1829,57.1222,270.3052,122.7500,0.0000,-147.5552
2024-12-06 08:30:00,2024-12-13 16:00:00,expiry,21500,21100,220.0371,58.0834,278.1205,275.5000,0.0000,-2.6205
2024-12-10 19:35:00,2024-12-17 16:00:00,expiry,21400,21000,218.7958,50.6470,269.4428,888.2500,0.0000,618.8072
2024-12-18 22:00:00,2024-12-25 18:00:00,expiry,21450,21050,218.0908,49.8797,267.9704,603.0000,0.0000,335.0296
2024-12-19 12:50:00,2024-12-26 16:00:00,expiry,21450,21050,220.5957,54.6511,275.2468,543.5000,0.0000,268.2532
2024-12-19 20:15:00,2024-12-26 16:00:00,expiry,21300,20850,192.7310,49.0698,241.8008,693.5000,0.0000,451.6992
2024-12-26 04:25:00,2025-01-02 16:00:00,expiry,21950,21500,225.7360,53.2570,278.9930,0.0000,308.5000,29.5070
2024-12-26 19:45:00,2025-01-02 16:00:00,expiry,22000,21550,201.9326,52.7541,254.6867,0.0000,358.5000,103.8133
2024-12-27 01:50:00,2025-01-03 16:00:00,expiry,21950,21500,214.2829,59.0473,273.3303,0.0000,3.5000,-269.8303
2025-01-08 02:30:00,2025-01-15 16:00:00,expiry,21400,20950,208.1387,55.2081,263.3468,0.0000,0.0000,-263.3468
2025-01-13 03:00:00,2025-01-20 18:00:00,expiry,20900,20450,211.4264,48.7346,260.1610,796.0000,0.0000,535.8390
2025-01-16 00:30:00,2025-01-23 16:00:00,expiry,21400,20950,213.6953,54.3473,268.0426,638.0000,0.0000,369.9574
2025-01-16 10:05:00,2025-01-23 16:00:00,expiry,21400,21000,216.5884,57.3505,273.9389,638.0000,0.0000,364.0611
2025-01-22 15:50:00,2025-01-29 16:00:00,expiry,22000,21600,223.3697,57.2312,280.6009,0.0000,140.2500,-140.3509
2025-01-24 14:20:00,2025-01-31 16:00:00,expiry,21850,21450,223.6886,56.5782,280.2668,0.0000,0.0000,-280.2668
2025-01-26 18:40:00,2025-02-03 16:00:00,expiry,21650,21200,229.7350,54.5871,284.3221,0.0000,0.0000,-284.3221
2025-02-04 21:30:00,2025-02-11 16:00:00,expiry,21550,21150,220.0509,50.4508,270.5016,243.7500,0.0000,-26.7516
2025-02-05 01:15:00,2025-02-12 16:00:00,expiry,21550,21100,214.3779,55.1889,269.5669,239.2500,0.0000,-30.3169
2025-02-05 04:00:00,2025-02-12 16:00:00,expiry,21500,21050,215.3458,52.6927,268.0385,289.2500,0.0000,21.2115
2025-02-13 03:00:00,2025-02-20 16:00:00,expiry,21850,21400,225.8925,53.0593,278.9518,286.2500,0.0000,7.2982
2025-02-13 04:00:00,2025-02-20 16:00:00,expiry,21800,21350,212.5149,56.7843,269.2992,336.2500,0.0000,66.9508
2025-02-19 09:50:00,2025-02-26 16:00:00,expiry,22200,21750,215.1615,56.2037,271.3652,0.0000,542.0000,270.6348
2025-02-21 14:40:00,2025-02-28 16:00:00,expiry,21700,21250,210.3720,50.0155,260.3875,0.0000,361.7500,101.3625
2025-02-25 05:00:00,2025-03-04 16:00:00,expiry,21350,20900,207.7130,53.3471,261.0601,0.0000,463.0000,201.9399
2025-02-27 15:30:00,2025-03-06 16:00:00,expiry,20700,20300,210.3425,49.3495,259.6919,0.0000,165.7500,-93.9419
2025-03-03 20:40:00,2025-03-10 16:00:00,expiry,20500,20100,198.9951,48.3766,247.3717,0.0000,642.7500,395.3783
2025-03-04 21:35:00,2025-03-11 16:00:00,expiry,20500,20100,184.6876,53.2037,237.8912,0.0000,673.5000,435.6088
2025-03-07 01:15:00,2025-03-14 16:00:00,expiry,20150,19750,205.0931,53.9854,259.0785,0.0000,0.0000,-259.0785
2025-03-10 19:40:00,2025-03-17 16:00:00,expiry,19300,18950,187.5087,51.3613,238.8700,722.7500,0.0000,483.8800
2025-03-13 01:10:00,2025-03-20 16:00:00,expiry,19450,19100,211.7272,54.3901,266.1172,455.2500,0.0000,189.1328
2025-03-17 00:00:00,2025-03-24 16:00:00,expiry,19800,19400,205.6190,50.8639,256.4828,562.2500,0.0000,305.7672
2025-03-18 00:00:00,2025-03-25 16:00:00,expiry,19950,19550,200.5566,54.3109,254.8675,551.0000,0.0000,296.1325
2025-03-21 01:50:00,2025-03-28 16:00:00,expiry,19850,19450,199.8872,52.4664,252.3536,0.0000,0.0000,-252.3536
2025-03-26 05:05:00,2025-04-02 16:00:00,expiry,20450,20050,211.6038,52.4777,264.0815,0.0000,299.0000,34.9185
2025-03-26 09:35:00,2025-04-02 16:00:00,expiry,20450,20050,208.2269,51.0944,259.3213,0.0000,299.0000,39.6787
2025-03-30 23:50:00,2025-04-07 16:00:00,expiry,19200,18800,194.2482,48.9180,243.1662,0.0000,1129.5000,886.3338
2025-04-03 03:20:00,2025-04-10 16:00:00,expiry,19100,18700,192.4371,46.7157,239.1528,0.0000,162.2500,-76.9028
2025-04-04 04:15:00,2025-04-11 16:00:00,expiry,18600,18250,196.0258,49.6217,245.6475,203.5000,0.0000,-42.1475
2025-04-08 15:50:00,2025-04-15 16:00:00,expiry,17250,16900,156.1622,44.7851,200.9473,1719.0000,0.0000,1518.0527
2025-04-14 12:15:00,2025-04-21 16:00:00,expiry,18850,18500,195.4161,48.0823,243.4984,0.0000,598.0000,354.5016
2025-04-14 19:00:00,2025-04-21 16:00:00,expiry,18850,18450,173.0886,42.8650,215.9536,0.0000,548.0000,332.0464
2025-04-16 00:20:00,2025-04-23 16:00:00,expiry,18700,18300,178.8663,49.2052,228.0715,80.5000,0.0000,-147.5715
2025-04-27 20:25:00,2025-05-05 16:00:00,expiry,19450,19050,194.5106,53.3007,247.8113,578.5000,0.0000,330.6887
2025-04-27 23:55:00,2025-05-05 16:00:00,expiry,19400,19000,201.0449,48.4759,249.5208,628.5000,0.0000,378.9792
2025-04-29 08:25:00,2025-05-06 16:00:00,expiry,19500,19100,189.6091,49.0076,238.6167,373.2500,0.0000,134.6333
2025-05-05 20:50:00,2025-05-12 16:00:00,expiry,20000,19600,186.8816,47.8496,234.7312,958.7500,0.0000,724.0188
2025-05-05 22:00:00,2025-05-12 16:00:00,expiry,19950,19600,199.9797,51.7515,251.7311,1008.7500,0.0000,757.0189
2025-05-07 01:30:00,2025-05-14 16:00:00,expiry,20000,19600,208.6309,50.9995,259.6304,1385.5000,0.0000,1125.8696
2025-05-12 22:45:00,2025-05-19 16:00:00,expiry,20850,20450,207.5935,47.4387,255.0322,643.5000,0.0000,388.4678
2025-05-13 00:05:00,2025-05-20 16:00:00,expiry,20850,20400,212.1713,49.6066,261.7779,574.5000,0.0000,312.7221
2025-05-15 21:25:00,2025-05-22 16:00:00,expiry,21350,20950,213.9139,50.7407,264.6546,0.0000,0.0000,-264.6546
2025-05-21 00:30:00,2025-05-28 16:00:00,expiry,21350,20950,226.4533,59.0714,285.5248,14.2500,0.0000,-271.2748
2025-05-26 20:35:00,2025-06-02 16:00:00,expiry,21200,20800,215.2796,49.3666,264.6462,345.7500,0.0000,81.1038
2025-05-26 22:20:00,2025-06-02 16:00:00,expiry,21200,20750,190.5413,47.6378,238.1791,345.7500,0.0000,107.5709
2025-05-29 10:25:00,2025-06-05 16:00:00,expiry,21450,21050,216.4806,57.6981,274.1788,159.7500,0.0000,-114.4288
2025-06-04 21:40:00,2025-06-11 16:00:00,expiry,21750,21300,204.6971,48.1873,252.8844,136.7500,0.0000,-116.1344
2025-06-08 19:00:00,2025-06-16 16:00:00,expiry,21750,21300,222.1300,58.1739,280.3039,431.0000,0.0000,150.6961
2025-06-11 20:30:00,2025-06-18 16:00:00,expiry,21850,21400,199.2341,51.8140,251.0481,112.0000,0.0000,-139.0481
2025-06-16 14:50:00,2025-06-23 16:00:00,expiry,22150,21750,224.0509,59.1581,283.2090,0.0000,0.0000,-283.2090
2025-06-23 09:35:00,2025-06-30 16:00:00,expiry,21850,21450,226.9277,58.4263,285.3540,1026.2500,0.0000,740.8960
2025-06-25 12:50:00,2025-07-02 16:00:00,expiry,22450,22000,213.9909,57.2270,271.2179,384.2500,0.0000,113.0321
2025-07-01 01:25:00,2025-07-08 16:00:00,expiry,22850,22400,232.9389,61.6997,294.6385,49.7500,0.0000,-244.8885
2025-07-02 06:55:00,2025-07-09 16:00:00,expiry,22700,22250,221.8436,60.7277,282.5714,341.2500,0.0000,58.6786
2025-07-04 00:40:00,2025-07-11 16:00:00,expiry,23000,22550,237.0492,62.2234,299.2726,0.0000,0.0000,-299.2726
2025-07-10 00:25:00,2025-07-17 16:00:00,expiry,23000,22500,230.8874,54.9478,285.8352,239.0000,0.0000,-46.8352
2025-07-10 01:50:00,2025-07-17 16:00:00,expiry,23000,22500,228.4073,54.9389,283.3462,239.0000,0.0000,-44.3462
2025-07-15 16:35:00,2025-07-22 16:00:00,expiry,23000,22550,235.6770,52.4361,288.1130,218.2500,0.0000,-69.8630
2025-07-18 13:10:00,2025-07-25 16:00:00,expiry,23200,22750,231.0549,58.1954,289.2503,222.0000,0.0000,-67.2503
2025-07-25 09:15:00,2025-08-01 16:00:00,expiry,23350,22900,242.3652,58.2257,300.5909,0.0000,17.2500,-283.3409
2025-07-31 14:20:00,2025-08-07 16:00:00,expiry,23400,22950,223.7074,62.1971,285.9045,104.5000,0.0000,-181.4045
2025-07-31 16:00:00,2025-08-07 16:00:00,expiry,23350,22900,233.4168,56.9189,290.3357,154.5000,0.0000,-135.8357
2025-08-05 18:20:00,2025-08-12 16:00:00,expiry,23050,22600,236.2747,51.5922,287.8669,876.5000,0.0000,588.6331
2025-08-11 15:55:00,2025-08-18 16:00:00,expiry,23650,23150,225.2892,53.3180,278.6071,143.5000,0.0000,-135.1071
2025-08-12 06:10:00,2025-08-19 16:00:00,expiry,23650,23150,235.1061,56.2478,291.3540,0.0000,0.0000,-291.3540
2025-08-15 11:45:00,2025-08-22 16:00:00,expiry,23800,23300,225.0469,57.6261,282.6730,0.0000,0.0000,-282.6730
2025-08-19 00:30:00,2025-08-26 16:00:00,expiry,23750,23250,241.7216,58.5679,300.2896,0.0000,0.0000,-300.2896
2025-08-20 01:20:00,2025-08-27 16:00:00,expiry,23350,22850,235.2593,56.3187,291.5780,264.7500,0.0000,-26.8280
2025-08-25 08:30:00,2025-09-01 18:00:00,expiry,23500,23000,222.7140,57.6801,280.3940,0.0000,0.0000,-280.3940
2025-08-27 04:35:00,2025-09-03 16:00:00,expiry,23600,23100,230.8462,58.2969,289.1431,0.0000,0.0000,-289.1431
2025-08-28 21:25:00,2025-09-04 16:00:00,expiry,23750,23300,223.3116,60.8298,284.1414,0.0000,0.0000,-284.1414
2025-09-02 06:55:00,2025-09-09 16:00:00,expiry,23250,22800,234.9612,61.4598,296.4210,608.2500,0.0000,311.8290
2025-09-08 21:40:00,2025-09-15 16:00:00,expiry,23800,23350,230.5672,58.4172,288.9843,493.7500,0.0000,204.7657
2025-09-09 10:50:00,2025-09-16 16:00:00,expiry,23800,23300,229.8736,56.4999,286.3736,497.5000,0.0000,211.1264
2025-09-10 14:30:00,2025-09-17 16:00:00,expiry,23900,23400,223.4406,57.3244,280.7650,360.2500,0.0000,79.4850
2025-09-22 07:50:00,2025-09-29 16:00:00,expiry,24800,24300,237.3199,65.9341,303.2540,36.0000,0.0000,-267.2540
2025-09-25 06:05:00,2025-10-02 16:00:00,expiry,24700,24200,253.9200,60.0395,313.9595,418.0000,0.0000,104.0405
2025-09-25 08:55:00,2025-10-02 16:00:00,expiry,24550,24100,254.7057,66.1072,320.8129,568.0000,0.0000,247.1871
2025-10-03 10:25:00,2025-10-10 16:00:00,expiry,25100,24600,244.4930,64.3975,308.8905,0.0000,168.5000,-140.3905
2025-10-07 04:35:00,2025-10-14 16:00:00,expiry,25150,24650,252.6635,66.0807,318.7442,0.0000,0.0000,-318.7442
2025-10-09 13:35:00,2025-10-16 16:00:00,expiry,25200,24700,248.6373,61.5773,310.2146,0.0000,0.0000,-310.2146
2025-10-13 09:40:00,2025-10-20 16:00:00,expiry,24800,24300,253.0843,58.8690,311.9533,506.7500,0.0000,194.7967
2025-10-17 00:20:00,2025-10-24 16:00:00,expiry,24750,24200,242.8762,58.9326,301.8088,769.5000,0.0000,467.6912
2025-10-21 20:10:00,2025-10-28 16:00:00,expiry,25250,24750,242.0242,59.6544,301.6785,913.5000,0.0000,611.8215
2025-10-22 07:50:00,2025-10-29 16:00:00,expiry,25250,24750,245.7494,67.3728,313.1222,1084.5000,0.0000,771.3778
2025-10-30 16:00:00,2025-11-06 16:00:00,expiry,26000,25500,248.3199,67.8913,316.2112,0.0000,234.0000,-82.2112
2025-11-03 23:00:00,2025-11-10 16:00:00,expiry,25950,25450,240.0032,65.0629,305.0661,0.0000,0.0000,-305.0661
2025-11-04 01:30:00,2025-11-11 16:00:00,expiry,25800,25250,254.5197,64.5065,319.0262,0.0000,0.0000,-319.0262
2025-11-06 22:45:00,2025-11-13 16:00:00,expiry,25250,24750,229.9792,62.1713,292.1505,0.0000,0.0000,-292.1505
2025-11-10 23:30:00,2025-11-17 16:00:00,expiry,25700,25250,258.1573,65.4721,323.6294,0.0000,346.0000,22.3706
2025-11-13 11:25:00,2025-11-20 16:00:00,expiry,25200,24700,262.5087,58.3049,320.8136,0.0000,588.0000,267.1864
2025-11-14 06:55:00,2025-11-21 16:00:00,expiry,24850,24350,238.6179,66.6249,305.2428,0.0000,1.2500,-303.9928
2025-11-18 11:05:00,2025-11-25 16:00:00,expiry,24500,24000,247.4875,56.9513,304.4388,588.7500,0.0000,284.3112
2025-11-20 16:20:00,2025-11-27 18:00:00,expiry,24100,23650,239.5853,61.8452,301.4305,1214.2500,0.0000,912.8195
2025-11-25 01:30:00,2025-12-02 16:00:00,expiry,24900,24400,266.0221,60.9275,326.9496,698.7500,0.0000,371.8004
2025-11-30 22:25:00,2025-12-08 16:00:00,expiry,25250,24750,263.7944,67.3914,331.1858,417.2500,0.0000,86.0642
2025-12-01 00:30:00,2025-12-08 16:00:00,expiry,25200,24700,263.5946,65.4794,329.0740,467.2500,0.0000,138.1760
2025-12-09 09:35:00,2025-12-16 16:00:00,expiry,25650,25150,250.3393,68.4582,318.7975,0.0000,0.0000,-318.7975
2025-12-09 16:45:00,2025-12-16 16:00:00,expiry,25700,25200,240.7451,67.1794,307.9245,0.0000,0.0000,-307.9245
2025-12-09 20:00:00,2025-12-16 16:00:00,expiry,25650,25150,253.8206,59.4218,313.2423,0.0000,0.0000,-313.2423
2025-12-17 13:55:00,2025-12-25 18:00:00,expiry,24950,24450,249.4409,58.6386,308.0795,933.5000,0.0000,625.4205
2025-12-18 16:45:00,2025-12-25 18:00:00,expiry,25200,24700,251.0533,58.4712,309.5245,683.5000,0.0000,373.9755
2025-12-24 00:20:00,2025-12-31 16:00:00,expiry,25800,25250,255.9012,64.8343,320.7355,0.0000,0.0000,-320.7355
2025-12-26 01:35:00,2026-01-02 16:00:00,expiry,25900,25350,253.1984,65.9547,319.1531,0.0000,0.0000,-319.1531
2025-12-26 03:25:00,2026-01-02 16:00:00,expiry,25850,25350,263.7346,70.0767,333.8113,0.0000,0.0000,-333.8113
2026-01-02 08:55:00,2026-01-09 16:00:00,expiry,25700,25200,252.8829,68.5052,321.3882,236.5000,0.0000,-84.8882
2026-01-07 04:25:00,2026-01-14 16:00:00,expiry,25750,25200,257.5685,60.8775,318.4460,0.0000,0.0000,-318.4460
2026-01-07 05:55:00,2026-01-14 16:00:00,expiry,25750,25200,253.9976,61.0725,315.0701,0.0000,0.0000,-315.0701
2026-01-12 00:50:00,2026-01-19 18:00:00,expiry,25700,25150,260.7800,61.7503,322.5303,0.0000,0.0000,-322.5303
2026-01-19 05:05:00,2026-01-26 16:00:00,expiry,25300,24800,250.8522,67.9685,318.8207,542.7500,0.0000,223.9293
2026-01-20 04:40:00,2026-01-27 16:00:00,expiry,25150,24600,242.7869,59.9988,302.7858,928.0000,0.0000,625.2142
2026-01-23 09:15:00,2026-01-30 16:00:00,expiry,25600,25050,246.6573,59.8448,306.5021,58.7500,0.0000,-247.7521
